run_date,rank,sport,keyword,volume,latest_month_volume,mom_change,three_month_vs_prior,six_month_vs_prior,api_trend,peak_month_volume,opportunity_score,source_seeds,hashtags,suggested_title,suggested_opening
2026-08-17,17,NFL,nfl picks today,32400.0,210.0,0.0,-0.9112271540469975,-0.9761236759232751,-0.99,88400.0,57.8,nfl picks,#NflPicksToday #NFL #NFLFootball #Football #SportsAnalytics,Nfl Picks Today — Model-Based Breakdown,"If you're searching for nfl picks today, here's what our model says and where it differs from the market."
2026-08-17,18,NFL,nfl predictions today,9700.0,140.0,1.3333333333333333,-0.8433179723502303,-0.9798555377207063,-0.98,26500.0,57.6,nfl predictions,#NflPredictionsToday #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions Today: What Our Model Says,"If you're searching for nfl predictions today, here's what our model says and where it differs from the market."
2026-08-17,19,NFL,nfl picks,48500.0,1200.0,-0.5,-0.7514518002322881,-0.7834407735697018,-0.37,132000.0,57.4,nfl picks,#NflPicks #NFL #NFLFootball #Football #SportsAnalytics,Nfl Picks — Model-Based Breakdown,"If you're searching for nfl picks, here's what our model says and where it differs from the market."
2026-08-17,20,NFL,nfl predictions,32400.0,7900.0,-0.18556701030927836,-0.704895104895105,-0.6789181692094313,-0.34,72100.0,57.3,nfl predictions,#NflPredictions #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions: Data-Driven Breakdown,"If you're searching for nfl predictions, here's what our model says and where it differs from the market."
2026-08-17,21,NFL,'nfl,24370000.0,1795000.0,-0.18223234624145787,-0.913893945849634,-0.6411201556340552,-0.45,66170000.0,56.8,nfl,#Nfl #NFLFootball #Football #SportsAnalytics,'Nfl: Data-Driven Breakdown,"If you're searching for 'nfl, here's what our model says and where it differs from the market."
2026-08-17,22,NFL,draft nfl 2026,1900.0,210.0,-0.5531914893617021,1.9333333333333333,13.927710843373493,6.0,17800.0,56.5,nfl 2026,#DraftNfl2026 #NFL #NFLFootball #Football #SportsAnalytics,Draft Nfl 2026: Data-Driven Breakdown,"If you're searching for draft nfl 2026, here's what our model says and where it differs from the market."
2026-08-17,23,NFL,nfl,24370000.0,1795000.0,0.0,-0.5856017191977078,-0.9335833697736217,-0.87,66170000.0,56.4,nfl,#Nfl #NFLFootball #Football #SportsAnalytics,Nfl: Data-Driven Breakdown,"If you're searching for nfl, here's what our model says and where it differs from the market."
2026-08-17,24,NFL,nfl's,24370000.0,1795000.0,0.0,-0.5856017191977078,-0.9335833697736217,-0.87,66170000.0,56.4,nfl,#NflS #NFL #NFLFootball #Football #SportsAnalytics,Nfl'S: Data-Driven Breakdown,"If you're searching for nfl's, here's what our model says and where it differs from the market."
2026-08-17,25,NFL,nfl spreads,26500.0,470.0,0.5161290322580645,-0.8133971291866029,-0.9752659574468086,-0.89,59300.0,56.3,nfl spreads,#NflSpreads #NFL #NFLFootball #Football #SportsAnalytics,Nfl Spreads: Data-Driven Breakdown,"If you're searching for nfl spreads, here's what our model says and where it differs from the market."
2026-08-17,26,NFL,2026 nfl win totals,70.0,70.0,-0.36363636363636365,-0.5370370370370371,12.166666666666666,6.0,260.0,56.1,nfl win totals,#2026NflWinTotals #NFL #NFLFootball #Football #SportsAnalytics,2026 Nfl Win Totals: Data-Driven Breakdown,"If you're searching for 2026 nfl win totals, here's what our model says and where it differs from the market."
2026-08-17,27,CFB,college football spreads,7900.0,310.0,-0.20512820512820512,-0.8614540466392319,-0.8962629671291088,0.0,21700.0,56.0,college football spreads,#CollegeFootballSpreads #CollegeFootball #CFB #Football #SportsAnalytics,College Football Spreads: Data-Driven Breakdown,"If you're searching for college football spreads, here's what our model says and where it differs from the market."
2026-08-17,28,NFL,nfl win totals,850.0,850.0,0.8085106382978723,1.1485148514851484,-0.4936305732484077,-0.76,3500.0,55.6,nfl win totals,#NflWinTotals #NFL #NFLFootball #Football #SportsAnalytics,Nfl Win Totals: Data-Driven Breakdown,"If you're searching for nfl win totals, here's what our model says and where it differs from the market."
2026-08-17,29,CFB,college football odds,17800.0,1200.0,0.4117647058823529,0.19341563786008226,-0.9762689225289403,-0.93,48500.0,55.5,college football odds,#CollegeFootballOdds #CollegeFootball #CFB #Football #SportsAnalytics,College Football Odds: Data-Driven Breakdown,"If you're searching for college football odds, here's what our model says and where it differs from the market."
2026-08-17,30,NFL,nfl power rankings week 15,1600.0,10.0,0.0,-0.2,-0.994991652754591,0.0,17800.0,55.4,nfl power rankings,#NflPowerRankingsWeek15 #NflPowerRankingsWeek #NFL #NFLFootball #Football,Nfl Power Rankings Week 15: Data-Driven Breakdown,"If you're searching for nfl power rankings week 15, here's what our model says and where it differs from the market."
2026-08-17,31,CFB,cfb rankings today,2400.0,30.0,0.5,-0.8461538461538461,-0.985289310232102,0.5,11900.0,55.2,cfb rankings,#CfbRankingsToday #CollegeFootball #CFB #Football #SportsAnalytics,Cfb Rankings Today: Data-Driven Breakdown,"If you're searching for cfb rankings today, here's what our model says and where it differs from the market."
2026-08-17,32,CFB,college football,3276000.0,197000.0,0.49242424242424243,-0.23038397328881471,-0.9728796213381092,-0.95,7272000.0,55.1,college football,#CollegeFootball #CFB #Football #SportsAnalytics,College Football: Data-Driven Breakdown,"If you're searching for college football, here's what our model says and where it differs from the market."
2026-08-17,33,NFL,nfl news,983000.0,655000.0,0.0,-0.41237113402061853,0.05792796138135908,0.0,1467000.0,54.6,nfl,#NflNews #NFL #NFLFootball #Football #SportsAnalytics,Nfl News: Data-Driven Breakdown,"If you're searching for nfl news, here's what our model says and where it differs from the market."
2026-08-17,34,NFL,nfl odds,88400.0,2400.0,0.0,-0.7283018867924529,-0.9652827856186258,-0.89,197000.0,54.6,nfl odds,#NflOdds #NFL #NFLFootball #Football #SportsAnalytics,Nfl Odds: Data-Driven Breakdown,"If you're searching for nfl odds, here's what our model says and where it differs from the market."
2026-08-17,35,NFL,nfl g,5988000.0,59300.0,-0.32918552036199095,-0.9861492432242168,-0.6639946338997551,-0.8,16310000.0,54.3,nfl,#NflG #NFL #NFLFootball #Football #SportsAnalytics,Nfl G: Data-Driven Breakdown,"If you're searching for nfl g, here's what our model says and where it differs from the market."
2026-08-17,36,NFL,nfl game,5988000.0,59300.0,-0.32918552036199095,-0.9861492432242168,-0.6639946338997551,-0.8,16310000.0,54.3,nfl,#NflGame #NFL #NFLFootball #Football #SportsAnalytics,Nfl Game: Data-Driven Breakdown,"If you're searching for nfl game, here's what our model says and where it differs from the market."
2026-08-17,37,CFB,updated cfb rankings,850.0,30.0,0.5,1.3333333333333333,-0.9899699097291875,-0.95,2900.0,54.0,cfb rankings,#UpdatedCfbRankings #CollegeFootball #CFB #Football #SportsAnalytics,Updated Cfb Rankings: Data-Driven Breakdown,"If you're searching for updated cfb rankings, here's what our model says and where it differs from the market."
2026-08-17,38,CFB,cfb rankings 2025,6500.0,140.0,-0.17647058823529413,-0.5909090909090909,-0.9787087912087912,-0.95,17800.0,53.9,cfb rankings,#CfbRankings2025 #CollegeFootball #CFB #Football #SportsAnalytics,Cfb Rankings 2025: Data-Driven Breakdown,"If you're searching for cfb rankings 2025, here's what our model says and where it differs from the market."
2026-08-17,39,NFL,nfl predictions 2025,2400.0,30.0,0.5,-0.5,-0.9917355371900827,-1.0,17800.0,52.8,nfl predictions,#NflPredictions2025 #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions 2025: What Our Model Says,"If you're searching for nfl predictions 2025, here's what our model says and where it differs from the market."
2026-08-17,40,CFB,cfb predictions,2900.0,470.0,0.5161290322580645,-0.4858490566037736,-0.8851520572450805,-0.45,6500.0,52.2,cfb predictions,#CfbPredictions #CollegeFootball #CFB #Football #SportsAnalytics,Cfb Predictions: Data-Driven Breakdown,"If you're searching for cfb predictions, here's what our model says and where it differs from the market."
2026-08-17,41,CFB,new cfb rankings,1200.0,10.0,0.0,-0.625,-0.9931634555624611,0.0,6500.0,51.7,cfb rankings,#NewCfbRankings #CollegeFootball #CFB #Football #SportsAnalytics,New Cfb Rankings: Data-Driven Breakdown,"If you're searching for new cfb rankings, here's what our model says and where it differs from the market."
2026-08-17,42,CFB,college football games,132000.0,5300.0,0.0,-0.9374015748031496,-0.8024881083058909,-0.63,360000.0,51.6,college football,#CollegeFootballGames #CollegeFootball #CFB #Football #SportsAnalytics,College Football Games: Data-Driven Breakdown,"If you're searching for college football games, here's what our model says and where it differs from the market."
2026-08-17,43,NFL,nfl hall of fame,21700.0,11900.0,0.0,-0.6574642126789367,0.1487314085739282,-0.55,48500.0,51.5,nfl,#NflHallOfFame #NFL #NFLFootball #Football #SportsAnalytics,Nfl Hall Of Fame: Data-Driven Breakdown,"If you're searching for nfl hall of fame, here's what our model says and where it differs from the market."
2026-08-17,44,CFB,cfb picks,3500.0,50.0,0.6666666666666666,-0.9458128078817735,-0.9496114904638568,-0.71,11900.0,51.4,cfb picks,#CfbPicks #CollegeFootball #CFB #Football #SportsAnalytics,Cfb Picks — Model-Based Breakdown,"If you're searching for cfb picks, here's what our model says and where it differs from the market."
2026-08-17,45,NFL,nfl 2026 playoff predictions,140.0,110.0,-0.21428571428571427,-0.5633802816901408,0.728813559322034,0.0,580.0,51.3,nfl 2026,#Nfl2026PlayoffPredictions #NFL #NFLFootball #Football #SportsAnalytics,Nfl 2026 Playoff Predictions: Data-Driven Breakdown,"If you're searching for nfl 2026 playoff predictions, here's what our model says and where it differs from the market."
2026-08-17,46,CFB,cfb rankings prediction,660.0,20.0,1.0,-0.6428571428571428,-0.9756722151088347,-0.6,2900.0,51.0,cfb rankings,#CfbRankingsPrediction #CollegeFootball #CFB #Football #SportsAnalytics,Cfb Rankings Prediction: What Our Model Says,"If you're searching for cfb rankings prediction, here's what our model says and where it differs from the market."
2026-08-17,47,NFL,nfl 2026 season,850.0,850.0,-0.46875,0.013888888888888952,4.534351145038167,5.07,1600.0,50.6,nfl 2026,#Nfl2026Season #NFL #NFLFootball #Football #SportsAnalytics,Nfl 2026 Season: Data-Driven Breakdown,"If you're searching for nfl 2026 season, here's what our model says and where it differs from the market."
2026-08-17,48,NFL,nfl bad bunny,4300.0,210.0,-0.19230769230769232,-0.9678082191780821,0.4574468085106383,20.0,21700.0,50.2,nfl,#NflBadBunny #NFL #NFLFootball #Football #SportsAnalytics,Nfl Bad Bunny: Data-Driven Breakdown,"If you're searching for nfl bad bunny, here's what our model says and where it differs from the market."
2026-08-17,49,NFL,sunflower,360000.0,360000.0,0.0,-0.06521739130434782,0.0646876384581302,-0.18,441000.0,49.8,nfl,#Sunflower #NFL #NFLFootball #Football #SportsAnalytics,Sunflower: Data-Driven Breakdown,"If you're searching for sunflower, here's what our model says and where it differs from the market."
2026-08-17,50,NFL,nfl 2026 week 1,210.0,210.0,-0.6818181818181818,0.47945205479452047,5.241379310344827,9.5,660.0,49.4,nfl 2026,#Nfl2026Week1 #NFL #NFLFootball #Football #SportsAnalytics,Nfl 2026 Week 1: Data-Driven Breakdown,"If you're searching for nfl 2026 week 1, here's what our model says and where it differs from the market."
