season,week,team,conference,logo,games,prior_weight,power_pts,off_pts,def_pts,power_rank,off_rank,def_rank,off_wepa,off_pass_epa,off_rush_epa,off_eckel_rate,off_eckel_rate_oe,def_wepa,def_pass_epa,def_rush_epa,def_eckel_rate,def_eckel_rate_oe,adj_off_rush_epa,adj_def_rush_epa,adj_off_pass_epa,adj_def_pass_epa,off_wepa_rank,off_pass_epa_rank,off_rush_epa_rank,off_eckel_rate_rank,def_wepa_rank,def_pass_epa_rank,def_rush_epa_rank,def_eckel_rate_rank,power_change,rank_change
2025,11,Notre Dame,FBS Independents,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,9,0,16.610578965341762,11.435071815653176,5.175507149688587,1,2,7,5.108724854618196,0.50403285890209,0.22125087591152062,0.5631067961165048,0.22581946583901127,-1.2474511129235855,0.15354252926592543,0.050885143668142806,0.47,0.13021253220897558,0.038906891018642545,-0.05445344243866106,0.15205495135697256,-0.06489164887865181,3,5,28,19,23,46,30,86,0,0
2025,11,Indiana,Big Ten,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,10,0,15.75554659726734,11.0322550702939,4.72329152697344,2,4,9,4.873269726751658,0.5301719547999685,0.2478637029790454,0.6106870229007634,0.26174680128233047,-1.3159047264335437,0.08406473067883388,0.012050004460731586,0.33112582781456956,-0.014587879458713109,0.07510695470241213,-0.057553736454888614,0.1546311920492803,-0.06868410239131516,5,2,22,11,21,21,14,12,0,0
2025,11,Ohio State,Big Ten,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,9,0,14.358108909849236,11.327431742616895,3.03067716723234,3,3,25,5.073504051602047,0.6103565152126034,0.1760585781486594,0.5365853658536586,0.18244680299084887,-1.6171944185820264,0.06585836498905352,-0.033491090647236224,0.22340425531914893,-0.14469224572376857,0.025666990611071482,-0.046907920100836734,0.19985348694841998,-0.07437415025432892,4,1,47,27,8,17,8,1,0,0
2025,11,Oregon,Big Ten,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,9,0,14.228429440255333,8.017681215949574,6.210748224305759,4,5,4,4.044897196861714,0.3425338804381687,0.2887369325844334,0.5416666666666666,0.1797874664902413,-1.2398942812548877,0.04073733518472385,0.114584517971013,0.2890625,-0.06949316860071966,0.111174146429141,-0.0155603575400984,0.04734411195253507,-0.09090310684954671,11,32,11,24,26,13,62,4,0,0
2025,11,Texas A&M,SEC,https://a.espncdn.com/i/teamlogos/ncaa/500/245.png,9,0,11.274673337914763,7.746950111446912,3.5277232264678497,5,8,19,3.649697897449728,0.35150367718511416,0.19894684108137708,0.5384615384615384,0.17456237566624233,-0.765082410586084,0.08252559462348959,0.19589438242909707,0.35537190082644626,-0.0015680391418940772,0.06110250312210902,0.03767575410543004,0.0799547066812986,-0.07916101990936993,19,29,32,26,73,20,111,21,0,0
2025,11,James Madison,Sun Belt,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,9,0,10.78395289900509,5.914641688305428,4.869311210699662,6,16,8,3.3425558516041263,0.32177201953705337,0.23204832384201665,0.5,0.13494450504236907,-1.3211963865878686,0.12617807898942318,0.019680135403279387,0.3391304347826087,-0.018475653548971415,0.042427049646152425,-0.050380833432651234,0.10495132787289178,-0.05925981312825323,25,45,25,48,20,35,17,14,0,0
2025,11,Miami,ACC,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,9,0,8.961302851557422,3.538580298768032,5.42272255278939,7,30,6,2.8309858694312333,0.33690065969707383,0.1378750320780519,0.4714285714285714,0.12497485136391685,-1.242494046945776,0.09547125068983014,0.012609174431228875,0.40625,0.06588379153466861,0.0034300001394155753,-0.0624574960494689,0.0878585527051705,-0.09578553733365734,41,35,69,65,25,24,15,42,0,0
2025,11,Utah,Big 12,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,9,0,8.819931918231747,4.177458698274298,4.642473219957449,8,24,10,3.273049344272233,0.3882325538112368,0.34205115070762754,0.6116504854368932,0.24891727736236435,-1.0025768957457024,-0.056133360320892584,0.14832973604774377,0.39655172413793105,0.039095419337774905,0.10951184841190335,0.007155755832867241,0.07752132824275998,-0.11351001433308174,28,22,4,10,47,1,89,36,0,0
2025,11,Texas Tech,Big 12,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,10,0,8.744775352476317,0.5817074123752348,8.163067940101083,9,56,2,2.6730459562577833,0.36131243990899414,0.14007897526139543,0.5151515151515151,0.14715273648609123,-1.9214584508729813,0.0143299155061364,-0.1070347985434426,0.2708333333333333,-0.09380388671468876,-0.00519451940161494,-0.10235192277645593,0.04637944676512952,-0.10981314101677862,45,28,67,40,2,5,1,2,0,0
2025,11,Ohio,Mid-American,https://a.espncdn.com/i/teamlogos/ncaa/500/195.png,9,0,8.581201441076963,7.34879490797322,1.2324065331037428,10,11,50,5.345864015646123,0.4156353029477061,0.19816959802891207,0.4235294117647059,0.07048413712004019,-0.765983966394289,0.20087480607691163,0.2089920103669167,0.32038834951456313,-0.036619421372228324,0.006650358169876842,0.026668489062719684,0.04715383511902032,-3.3683857672828525e-4,1,15,33,92,72,67,115,8,0,0
2025,11,Cincinnati,Big 12,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,9,0,8.333657841550048,7.942128576865076,0.39152926468497157,11,6,71,4.437764860958716,0.42247437327164006,0.31387221557139156,0.5145631067961165,0.14048445569180218,-0.602036226787149,0.19999423915297798,0.12690286386395042,0.47474747474747475,0.10270462193332966,0.07945557899857396,0.011199929285754853,0.08343564400897212,-0.0179366746745739,6,14,7,41,94,65,75,89,0,0
